Transcript stable ID version	UniProtKB/Swiss-Prot ID
ENST00000391709.4	Q6ECI4
ENST00000597706.5	
ENST00000515662.6	Q9BV44
ENST00000441127.5	
ENST00000559628.5	
ENST00000598955.1	
ENST00000424438.5	
ENST00000442060.7	
ENST00000532674.2	
ENST00000416603.1	
ENST00000557914.5	
ENST00000674071.1	
ENST00000372476.8	P35590
ENST00000427174.5	
ENST00000597298.5	
ENST00000619198.2	
ENST00000560474.5	
ENST00000598052.5	
ENST00000311223.9	P15104
ENST00000645114.1	
ENST00000417584.6	P15104
ENST00000426637.5	
ENST00000601716.1	
ENST00000637481.1	
ENST00000510025.6	P51659
ENST00000636998.1	Q06413
ENST00000272371.6	Q9HC10
ENST00000560087.5	
ENST00000615698.4	P29692
ENST00000227667.8	P02656
ENST00000615067.4	P29692
ENST00000587848.3	A6NC57
ENST00000529745.5	
ENST00000560074.5	
ENST00000620155.3	P29692
ENST00000625674.2	Q06413
ENST00000615949.6	
ENST00000375345.3	
ENST00000533761.5	
ENST00000418713.5	
ENST00000645039.1	
ENST00000403946.7	Q9HC10
ENST00000427004.5	
ENST00000485560.5	
ENST00000437473.6	Q06413
ENST00000645149.1	
ENST00000560123.5	
ENST00000625585.2	
ENST00000630701.1	
ENST00000529856.5	
ENST00000433972.1	
ENST00000514028.5	Q06413
ENST00000575752.5	Q15697
ENST00000561361.1	
ENST00000433555.1	
ENST00000426958.1	
ENST00000510942.5	
ENST00000380872.9	Q04828
ENST00000425778.5	
ENST00000646318.1	Q9HC10
ENST00000451405.1	
ENST00000414835.7	P51659
ENST00000644881.1	
ENST00000506554.5	
ENST00000395867.7	Q8NDW4
ENST00000442997.5	
ENST00000637732.1	Q06413
ENST00000481671.6	Q9BQ49
ENST00000646058.1	
ENST00000380859.1	
ENST00000313116.11	P51814
ENST00000374648.7	Q8NDW4
ENST00000576586.5	
ENST00000425941.6	
ENST00000305444.2	Q8NG95
ENST00000377065.8	P51814
ENST00000395873.7	
ENST00000592954.2	P55056
ENST00000452806.5	
ENST00000553423.2	
ENST00000432977.1	
ENST00000594662.5	
ENST00000591600.1	
ENST00000395874.2	
ENST00000401702.5	
ENST00000432873.5	
ENST00000597781.5	Q9BQ49
ENST00000529312.5	
ENST00000263233.8	P08247
ENST00000409276.5	
ENST00000514015.5	Q06413
ENST00000571936.5	Q15697
ENST00000647204.1	
ENST00000538015.1	P35590
ENST00000611278.4	Q8NDW4
ENST00000418163.5	
ENST00000357328.8	Q8NDW4
ENST00000652282.1	
ENST00000529073.5	
ENST00000585685.5	
ENST00000629612.2	Q06413
ENST00000598278.5	
ENST00000472598.5	
ENST00000534753.5	
ENST00000589057.5	
ENST00000431066.5	Q16629
ENST00000636294.1	Q06413
ENST00000443213.5	Q16629
ENST00000380472.7	
ENST00000376303.6	
ENST00000527025.5	
ENST00000627659.2	
ENST00000479808.5	P08247
ENST00000528149.5	
ENST00000424442.5	
ENST00000397717.6	
ENST00000526265.5	
ENST00000469389.5	
ENST00000508569.5	Q06413
ENST00000415527.1	
ENST00000466635.1	
ENST00000645978.1	
ENST00000446327.6	Q16629
ENST00000627170.2	
ENST00000397326.7	P02144
ENST00000455860.6	Q9UER7
ENST00000252490.6	P02655
ENST00000593409.5	Q9BQ49
ENST00000397256.5	
ENST00000627717.2	
ENST00000453882.1	
ENST00000397412.8	Q96RY5
ENST00000592257.5	
ENST00000343534.9	Q8NEQ5
ENST00000503554.4	
ENST00000591597.5	
ENST00000487416.6	Q9BQ49
ENST00000367565.2	Q5T9Z0
ENST00000370069.5	
ENST00000415383.5	Q96T76
ENST00000369718.3	Q8NEQ5
ENST00000590360.2	P02655
ENST00000626391.2	
ENST00000397195.10	P43034
ENST00000406324.5	P02144
ENST00000585786.1	
ENST00000487803.5	
ENST00000436311.6	Q9UER7
ENST00000443033.5	
ENST00000628656.2	Q06413
ENST00000266068.5	Q9UKD1
ENST00000442617.1	
ENST00000415022.1	
ENST00000451685.5	
ENST00000370077.2	Q9UKD1
ENST00000513252.5	
ENST00000447607.5	
ENST00000593404.5	Q9BQ49
ENST00000447313.7	
ENST00000397110.6	Q9BXI9
ENST00000338130.6	P16083
ENST00000570400.1	
ENST00000506716.5	
ENST00000419229.1	
ENST00000440500.1	
ENST00000487667.5	
ENST00000359787.5	P02144
ENST00000597711.5	
ENST00000631026.2	
ENST00000428274.5	
ENST00000397328.5	P02144
ENST00000419855.5	
ENST00000303868.5	Q6ZQQ6
ENST00000380441.5	
ENST00000337843.7	Q9BXI9
ENST00000502831.5	
ENST00000459809.5	
ENST00000599310.5	Q9BQ49
ENST00000421874.1	
ENST00000293925.9	Q96RY5
ENST00000344823.9	Q15697
ENST00000372622.8	Q9H147
ENST00000507984.5	
ENST00000602194.5	
ENST00000380455.9	P16083
ENST00000600740.5	
ENST00000449078.5	
ENST00000434784.1	
ENST00000502983.5	
ENST00000574468.1	
ENST00000435041.3	Q9Y385
ENST00000374512.7	O43189
ENST00000380454.8	
ENST00000508610.5	
ENST00000456939.5	
ENST00000463051.5	
ENST00000635857.1	
ENST00000636541.1	
ENST00000454337.1	
ENST00000380430.5	P16083
ENST00000461488.5	
ENST00000612868.4	Q9UER7
ENST00000415790.5	
ENST00000637759.1	
ENST00000606474.1	
ENST00000435014.1	
ENST00000358726.6	
ENST00000503075.1	
ENST00000645527.1	
ENST00000345080.5	Q6ZN17
ENST00000527177.5	
ENST00000374516.7	O43189
ENST00000616312.1	Q9UER7
ENST00000627144.2	
ENST00000288235.9	Q12965
ENST00000635898.1	
ENST00000559412.1	
ENST00000409035.1	
ENST00000559269.5	
ENST00000509373.1	
ENST00000495509.6	
ENST00000560749.1	
ENST00000427826.1	
ENST00000559489.1	
ENST00000298281.8	O94913
ENST00000268655.5	Q15697
ENST00000558571.1	
ENST00000530660.5	
ENST00000530304.5	
ENST00000530749.5	P35241
ENST00000528498.5	P35241
ENST00000533018.1	
ENST00000372070.7	P14550
ENST00000645312.1	
ENST00000530906.1	
ENST00000216223.10	P14784
ENST00000617012.4	Q96N66
ENST00000434299.5	
ENST00000610862.4	Q96N66
ENST00000453962.5	
ENST00000521691.5	
ENST00000429622.5	
ENST00000572544.1	
ENST00000481885.5	
ENST00000351829.8	P14550
ENST00000440958.1	
ENST00000445595.1	
ENST00000361673.4	Q86TB3
ENST00000471651.1	
ENST00000393930.5	P14923
ENST00000647231.1	P35241
ENST00000307393.2	Q96LI6
ENST00000310706.9	P14923
ENST00000311604.7	P33241
ENST00000634758.1	
ENST00000616849.4	
ENST00000634679.1	
ENST00000309834.8	Q96LI6
ENST00000297151.9	O95391
ENST00000620231.4	
ENST00000528900.5	P35241
ENST00000393931.8	P14923
ENST00000369415.9	Q9NQL2
ENST00000338876.8	Q96LI6
ENST00000383601.6	Q9HCM9
ENST00000359203.3	Q9NQL2
ENST00000334121.11	Q8WXA9
ENST00000621846.4	P14550
ENST00000449889.5	
ENST00000437099.6	
ENST00000530301.5	P35241
ENST00000437187.5	
ENST00000521826.5	
ENST00000646663.1	
ENST00000382856.2	Q96LI6
ENST00000420370.5	
ENST00000375679.8	P51801
ENST00000323816.8	
ENST00000519349.5	
ENST00000614279.1	Q96N66
ENST00000424457.5	
ENST00000606377.6	P26367
ENST00000375667.7	P51801
ENST00000591690.5	
ENST00000646441.1	P52799
ENST00000431772.1	
ENST00000285679.10	Q9UHP3
ENST00000520664.1	
ENST00000437369.5	
ENST00000383602.6	Q9HCM9
ENST00000645495.1	P35241
ENST00000465293.1	
ENST00000221671.8	Q9H6X5
ENST00000619181.4	
ENST00000457154.5	
ENST00000216268.6	O75132
ENST00000436404.6	Q16281
ENST00000614672.2	Q6P2Q9
ENST00000400644.5	Q9HCM9
ENST00000292513.4	P34995
ENST00000421485.5	
ENST00000428897.5	
ENST00000272602.7	Q16281
ENST00000634039.1	Q6P2Q9
ENST00000446808.5	
ENST00000447077.5	
ENST00000413672.5	
ENST00000351097.9	
ENST00000530131.5	
ENST00000429028.5	
ENST00000594035.5	
ENST00000381775.5	P33241
ENST00000424571.5	
ENST00000555185.5	
ENST00000393389.7	Q8N9B4
ENST00000441470.5	
ENST00000534683.1	
ENST00000405957.6	P33241
ENST00000557294.5	
ENST00000642511.1	
ENST00000528722.5	
ENST00000383603.8	Q9HCM9
ENST00000596592.5	
ENST00000285681.6	Q9UHP3
ENST00000451814.5	
ENST00000426443.1	
ENST00000532118.5	
ENST00000457279.5	
ENST00000593380.1	Q9H6X5
ENST00000447542.5	
ENST00000239174.7	P14653
ENST00000631647.1	
ENST00000429923.5	
ENST00000528556.5	
ENST00000599550.1	
ENST00000432992.6	O60861
ENST00000550282.5	Q9HCM9
ENST00000577092.1	P14653
ENST00000418975.1	
ENST00000533991.1	
ENST00000594813.1	
ENST00000533678.1	
ENST00000601109.1	
ENST00000585266.5	
ENST00000398824.6	
ENST00000522912.5	
ENST00000406638.6	P33241
ENST00000453553.1	
ENST00000601288.1	
ENST00000634723.1	
ENST00000544551.5	P35241
ENST00000417766.5	
ENST00000449491.1	
ENST00000520953.5	
ENST00000378228.7	Q9NV23
ENST00000634626.1	
ENST00000431285.5	
ENST00000378225.5	
ENST00000400183.6	Q9UHP3
ENST00000380918.7	Q8WXA9
ENST00000378217.3	Q9NV23
ENST00000432093.1	
ENST00000403897.4	A8MX76
ENST00000371269.9	Q15392
ENST00000580865.5	
ENST00000612798.4	P33241
ENST00000442479.6	P46379
ENST00000523655.1	
ENST00000583882.5	
ENST00000374491.3	Q9BV94
ENST00000328703.12	O00165
ENST00000260047.10	
ENST00000542249.5	
ENST00000526731.5	
ENST00000374492.8	Q9BV94
ENST00000612404.4	
ENST00000449450.6	P46379
ENST00000396115.6	
ENST00000457918.6	O00165
ENST00000531895.5	
ENST00000579158.5	
ENST00000417144.5	P46379
ENST00000483970.6	O00165
ENST00000393392.6	Q8N9B4
ENST00000433960.5	
ENST00000422241.2	
ENST00000533342.6	
ENST00000457802.5	
ENST00000447768.6	O00165
ENST00000531815.1	
ENST00000584146.6	
ENST00000640368.1	P26367
ENST00000647912.1	
ENST00000413658.6	P17036
ENST00000578599.5	
ENST00000556778.5	
ENST00000584389.5	
ENST00000645832.1	
ENST00000369940.7	Q5VVH5
ENST00000644146.1	
ENST00000435087.1	
ENST00000580043.1	
ENST00000606868.5	
ENST00000535035.6	
ENST00000532105.1	
ENST00000425568.5	
ENST00000607739.1	
ENST00000646355.1	
ENST00000649769.1	
ENST00000299667.9	P17036
ENST00000377028.10	P40126
ENST00000438925.7	Q96T76
ENST00000606929.1	
ENST00000455101.5	
ENST00000648728.1	
ENST00000647335.1	
ENST00000393125.6	P48058
ENST00000483392.6	
ENST00000555542.5	
ENST00000370782.6	Q96T76
ENST00000456828.5	
ENST00000436604.2	Q15392
ENST00000555906.5	
ENST00000531986.5	
ENST00000445519.5	
ENST00000527669.1	
ENST00000646554.1	
ENST00000650362.1	
ENST00000525921.1	
ENST00000446125.1	P40126
ENST00000421354.5	
ENST00000647342.1	
ENST00000648182.1	
ENST00000429956.5	
ENST00000412947.6	
ENST00000443996.6	
ENST00000428631.6	P48058
ENST00000643250.1	
ENST00000327238.14	Q96T76
ENST00000435873.1	
ENST00000422860.5	
ENST00000531011.5	
ENST00000305641.7	O60294
ENST00000421106.5	
ENST00000379573.6	
ENST00000449785.5	
ENST00000294854.13	A5PLK6
ENST00000440499.5	
ENST00000567039.1	
ENST00000428683.5	
ENST00000434392.5	
ENST00000379567.6	Q9NUS5
ENST00000442698.5	
ENST00000416676.5	
ENST00000645099.1	
ENST00000437002.5	
ENST00000236938.10	Q7L513
ENST00000635407.1	
ENST00000441298.5	
ENST00000455742.5	
ENST00000425373.5	
ENST00000441194.5	Q96T76
ENST00000447374.5	
ENST00000625365.2	
ENST00000513628.5	
ENST00000415068.1	
ENST00000367957.6	Q7L513
ENST00000437548.5	
ENST00000441994.5	
ENST00000615891.2	Q9NUS5
ENST00000514924.5	
ENST00000453763.5	
ENST00000422685.5	
ENST00000645702.1	
ENST00000349527.8	Q7L513
ENST00000448660.5	
ENST00000246041.6	Q9NUS5
ENST00000444557.5	
ENST00000509514.5	
ENST00000003100.13	
ENST00000439048.1	
ENST00000292393.9	
ENST00000416797.5	
ENST00000309691.10	Q7L513
ENST00000525187.5	
ENST00000332981.10	P24723
ENST00000294796.8	Q7L513
ENST00000438112.5	
ENST00000355839.10	Q96T76
ENST00000555082.5	P24723
ENST00000450723.5	Q16850
ENST00000509119.5	
ENST00000367953.7	Q7L513
ENST00000530497.1	P48058
ENST00000421351.4	Q96FX8
ENST00000553830.1	
ENST00000367950.1	
ENST00000422867.1	
ENST00000447798.5	
ENST00000424697.5	P17036
ENST00000553831.5	
ENST00000525942.1	
ENST00000434282.6	Q9H633
ENST00000553726.5	
ENST00000650585.1	
ENST00000553265.5	
ENST00000415960.6	
ENST00000551350.5	P46379
ENST00000282499.10	P48058
ENST00000556164.5	
ENST00000648414.1	
ENST00000303915.10	P17036
ENST00000359086.4	Q6UW10
ENST00000557585.5	
ENST00000643897.1	
ENST00000393127.6	
ENST00000615143.1	P46379
ENST00000634371.1	
ENST00000557473.1	
ENST00000367959.6	Q7L513
ENST00000634801.1	
ENST00000416681.5	
ENST00000646125.1	
ENST00000546024.5	Q7L513
ENST00000540521.5	Q7L513
ENST00000646646.1	
ENST00000367949.6	Q7L513
ENST00000335791.10	Q9H4F1
ENST00000350710.3	Q7L513
ENST00000422320.5	
ENST00000211287.9	O15264
ENST00000373759.1	
ENST00000456870.6	
ENST00000369085.7	O95817
ENST00000320585.11	Q9UHD1
ENST00000636043.1	
ENST00000462446.6	
ENST00000450186.1	
ENST00000375807.8	Q96T21
ENST00000422720.2	
ENST00000529987.5	
ENST00000304311.3	Q3MIW9
ENST00000292450.9	Q9Y5A6
ENST00000373766.9	O15264
ENST00000260045.8	O43422
ENST00000339901.8	Q96T21
ENST00000361444.3	
ENST00000456748.6	
ENST00000504819.5	
ENST00000402198.6	Q9C0A6
ENST00000438937.1	
ENST00000452949.5	
ENST00000302003.11	O15527
ENST00000648608.1	P19397
ENST00000425851.1	
ENST00000550618.2	
ENST00000331803.8	Q16831
ENST00000640011.1	
ENST00000528993.5	
ENST00000627926.2	
ENST00000415650.5	
ENST00000271324.6	P19397
ENST00000440898.1	
ENST00000379555.7	A1A519
ENST00000344629.11	O15527
ENST00000376504.4	Q7RTS3
ENST00000543588.2	
ENST00000261336.7	P20742
ENST00000457199.6	Q9UHD1
ENST00000619759.1	
ENST00000302036.11	O15527
ENST00000638469.1	
ENST00000515256.5	A1A519
ENST00000639082.1	
ENST00000529726.1	
ENST00000335286.10	A1A519
ENST00000555868.2	Q3MIR4
ENST00000639873.1	
ENST00000640579.1	
ENST00000640697.1	
ENST00000525317.5	
ENST00000509264.1	
ENST00000416324.5	O95445
ENST00000339511.9	O15527
ENST00000534113.6	Q96T21
ENST00000613773.4	A1A519
ENST00000620555.4	A1A519
ENST00000432131.5	
ENST00000533772.5	
ENST00000449570.6	O15527
ENST00000430282.2	O95445
ENST00000530765.5	
ENST00000275034.5	Q8WWQ0
ENST00000355431.8	P29374
ENST00000533062.5	
ENST00000529402.1	
ENST00000556347.1	
ENST00000302008.12	O15527
ENST00000330062.7	P48735
ENST00000395168.7	P29374
ENST00000382723.5	P28360
ENST00000425665.1	
ENST00000314675.11	Q5T124
ENST00000431612.5	
ENST00000560061.1	
ENST00000348850.9	Q9NS61
ENST00000445108.5	
ENST00000383826.9	O15527
ENST00000559482.5	
ENST00000424658.5	
ENST00000416974.5	Q9NU63
ENST00000502669.5	
ENST00000540499.2	P48735
ENST00000361727.8	Q9UHC6
ENST00000437415.5	
ENST00000441094.5	
ENST00000431317.6	P29374
ENST00000436621.1	
ENST00000382521.7	
ENST00000281171.9	Q16827
ENST00000562188.6	Q6DHV7
ENST00000429146.5	
ENST00000552898.2	Q9NU63
ENST00000241802.9	P01906
ENST00000529992.5	
ENST00000543886.5	Q16827
ENST00000616347.2	P56703
ENST00000547960.2	
ENST00000552809.1	Q9NU63
ENST00000286760.5	Q8TF30
ENST00000428046.7	Q6DHV7
ENST00000417477.2	
ENST00000426518.5	
ENST00000544357.2	P86479
ENST00000348962.6	Q16827
ENST00000306121.8	Q9UNH6
ENST00000352937.5	
ENST00000389651.8	Q6DHV7
ENST00000614894.4	P86479
ENST00000457596.5	Q16831
ENST00000617612.3	
ENST00000416333.1	
ENST00000563551.1	
ENST00000253692.11	Q92609
ENST00000421046.5	
ENST00000528824.1	
ENST00000339446.3	Q7Z7L8
ENST00000566154.1	
ENST00000348476.7	P29374
ENST00000454199.1	
ENST00000429383.8	Q92609
ENST00000395564.9	Q16831
ENST00000535230.5	
ENST00000349503.9	O15527
ENST00000442921.6	Q16827
ENST00000503431.5	P09936
ENST00000422466.6	Q6DHV7
ENST00000377931.1	P86496
ENST00000436673.5	
ENST00000397278.7	O14791
ENST00000639386.2	
ENST00000542557.5	Q16827
ENST00000610420.4	Q6DHV7
ENST00000283351.9	Q9Y2L5
ENST00000315567.13	Q9BYD6
ENST00000409652.5	Q9BWW8
ENST00000445537.6	Q16827
ENST00000395560.7	Q16831
ENST00000419022.6	P26367
ENST00000628930.2	
ENST00000544244.5	Q16827
ENST00000444999.5	
ENST00000446818.6	Q92609
ENST00000502384.3	
ENST00000368765.4	P49901
ENST00000443312.5	
ENST00000356640.6	Q9NS61
ENST00000284440.9	P09936
ENST00000643871.1	P26367
ENST00000535311.5	
ENST00000580104.5	
ENST00000374223.5	
ENST00000417464.6	Q16831
ENST00000429924.6	
ENST00000319136.8	O14791
ENST00000377930.1	P86481
ENST00000463592.3	Q9UHC6
ENST00000535322.1	
ENST00000370046.5	
ENST00000430421.5	Q6PI73
ENST00000415814.6	
ENST00000245105.8	Q8TE82
ENST00000582539.5	
ENST00000374875.5	
ENST00000638914.3	P26367
ENST00000278198.2	Q9HCJ2
ENST00000581057.2	
ENST00000647861.1	Q6UXB8
ENST00000457650.6	
ENST00000452123.3	P86480
ENST00000373674.4	Q6UXB8
ENST00000344721.8	P08235
ENST00000527150.5	Q9HCJ2
ENST00000640610.1	P26367
ENST00000452492.6	
ENST00000358102.8	P08235
ENST00000379132.8	P26367
ENST00000528697.6	Q9HCJ2
ENST00000611814.4	Q6UXB8
ENST00000412981.5	
ENST00000582513.5	
ENST00000428355.5	
ENST00000530763.5	Q9HCJ2
ENST00000578658.1	
ENST00000379109.7	P26367
ENST00000512865.5	P08235
ENST00000515682.5	
ENST00000425944.5	
ENST00000372759.4	O75844
ENST00000430169.5	
ENST00000379129.7	P26367
ENST00000533474.1	
ENST00000445294.5	
ENST00000222345.11	O60292
ENST00000639916.1	P26367
ENST00000400198.8	Q9NWB6
ENST00000619527.4	Q9HCJ2
ENST00000414349.5	
ENST00000261296.7	O95455
ENST00000598409.6	P0DL12
ENST00000638685.1	
ENST00000507891.1	
ENST00000342437.8	P08235
ENST00000379107.7	P26367
ENST00000421470.1	Q5JQF7
ENST00000595384.1	
ENST00000508641.1	
ENST00000434163.5	Q9NS61
ENST00000600547.1	
ENST00000639409.1	P26367
ENST00000511528.1	P08235
ENST00000642874.1	
ENST00000256953.6	Q96A58
ENST00000662483.1	
ENST00000640975.1	P26367
ENST00000530460.2	Q3ZCU0
ENST00000538313.5	Q96A58
ENST00000511002.5	
ENST00000638963.1	
ENST00000457868.5	
ENST00000536465.5	Q96A58
ENST00000378832.1	Q4AC99
ENST00000507877.5	
ENST00000601054.1	
ENST00000663165.1	
ENST00000638965.1	
ENST00000422471.5	
ENST00000546331.5	Q96A58
ENST00000353068.7	Q9NS61
ENST00000446863.5	
ENST00000321844.6	Q3ZCU0
ENST00000241001.13	P26367
ENST00000425378.2	Q9UIM3
ENST00000261918.9	O75326
ENST00000625323.2	P08235
ENST00000545567.5	
ENST00000607673.2	
ENST00000434420.1	
ENST00000667240.1	
ENST00000438034.5	
ENST00000529331.1	
ENST00000537647.5	
ENST00000393736.3	
ENST00000439680.5	
ENST00000512966.1	
ENST00000527145.1	
ENST00000461105.5	Q9NS61
ENST00000673806.1	
ENST00000444471.5	
ENST00000542748.6	
ENST00000343195.8	Q9NS61
ENST00000632633.1	P55773
ENST00000396365.6	Q6PI73
ENST00000631414.1	
ENST00000433533.5	
ENST00000245621.6	
ENST00000427990.5	
ENST00000543145.6	O75326
ENST00000239117.3	Q9NS61
ENST00000428845.6	P0CW01
ENST00000357089.8	Q5T124
ENST00000303277.6	A0AVI4
ENST00000433768.5	
ENST00000496746.5	
ENST00000610342.2	P55773
ENST00000431184.1	
ENST00000610913.2	P32745
ENST00000358038.7	Q9NS61
ENST00000617123.1	P32745
ENST00000374221.7	Q5T124
ENST00000422706.5	O14791
ENST00000374222.5	Q5T124
ENST00000382936.8	A0AVI4
ENST00000444056.1	
ENST00000397279.8	O14791
ENST00000663774.1	
ENST00000426053.5	O14791
ENST00000471387.6	
ENST00000322054.10	Q9NZN3
ENST00000665872.1	
ENST00000460722.1	
ENST00000374215.5	
ENST00000307832.2	Q8NGV0
ENST00000452980.5	
ENST00000666307.1	
ENST00000442942.6	
ENST00000480360.1	
ENST00000443339.5	
ENST00000254630.12	Q96EY7
ENST00000450041.5	
ENST00000406341.5	Q9C0A6
ENST00000536901.1	A0AVI4
ENST00000423664.5	
ENST00000670063.1	
ENST00000347055.4	Q9NPI7
ENST00000421827.2	
ENST00000226004.8	P51452
ENST00000468208.2	
ENST00000672766.1	
ENST00000374217.6	Q5T124
ENST00000407969.5	
ENST00000590753.1	
ENST00000590935.1	
ENST00000246186.8	Q9Y5R2
ENST00000311925.7	Q99731
ENST00000590342.1	
ENST00000374213.3	P31358
ENST00000399686.6	
ENST00000378800.3	
ENST00000593711.6	Q9NZV7
ENST00000409326.6	
ENST00000413704.5	
ENST00000440766.5	
ENST00000512419.5	
ENST00000380753.8	P52895
ENST00000505232.5	
ENST00000638629.1	
ENST00000380903.7	Q9BVL4
ENST00000421196.7	
ENST00000270792.10	Q9H299
ENST00000595671.5	
ENST00000639548.1	
ENST00000614828.2	P55774
ENST00000508768.5	
ENST00000367948.6	Q6BAA4
ENST00000263177.5	Q32ZL2
ENST00000409783.6	
ENST00000359461.10	
ENST00000640125.1	
ENST00000319041.6	
ENST00000421188.1	
ENST00000512788.1	
ENST00000597281.5	
ENST00000376901.9	O95070
ENST00000481563.6	
ENST00000458173.4	
ENST00000604507.5	
ENST00000672681.1	
ENST00000611222.1	
ENST00000601070.5	Q9NZV7
ENST00000370188.7	Q32ZL2
ENST00000418628.5	
ENST00000638696.1	
ENST00000638755.1	
ENST00000367946.7	Q6BAA4
ENST00000367945.5	Q6BAA4
ENST00000455190.2	P52895
ENST00000599935.5	Q9NZV7
ENST00000520164.6	Q9HAK2
ENST00000650111.1	
ENST00000302463.11	Q9C0A6
ENST00000336830.9	Q6BAA4
ENST00000484814.1	
ENST00000367944.3	Q6BAA4
ENST00000593931.1	
ENST00000259607.7	O00585
ENST00000408929.7	
ENST00000274605.6	O15049
ENST00000431556.6	
ENST00000449302.8	B2RV13
ENST00000640287.1	P26367
ENST00000528575.1	
ENST00000378792.1	
ENST00000629319.2	Q9NZV7
ENST00000590148.1	
ENST00000640613.1	
ENST00000503906.1	
ENST00000535548.1	Q9HAK2
ENST00000423822.7	
ENST00000639061.1	
ENST00000640766.1	
ENST00000378788.4	Q6ZU69
ENST00000537055.4	Q9Y2P0
ENST00000640963.1	
ENST00000601659.1	
ENST00000379111.7	
ENST00000639950.1	
ENST00000638250.1	
ENST00000368444.8	O15540
ENST00000379123.10	
ENST00000627371.1	
ENST00000524853.6	
ENST00000356535.4	O15540
ENST00000277517.2	Q9BXS1
ENST00000330817.11	Q9BV10
ENST00000390624.3	P01763
ENST00000649217.2	Q9UDY8
ENST00000419482.7	Q8NB12
ENST00000640872.1	
ENST00000486602.1	
ENST00000428216.4	Q7Z434
ENST00000444564.2	
ENST00000639394.1	
ENST00000528852.5	
ENST00000390625.3	A0A0A0MS15
ENST00000651472.1	Q9Y6A5
ENST00000492791.1	
ENST00000345724.7	Q9UDY8
ENST00000438570.1	
ENST00000639109.1	
ENST00000485989.6	
ENST00000638853.1	
ENST00000311445.7	Q6PI25
ENST00000416600.6	Q7Z434
ENST00000640460.1	
ENST00000534826.5	
ENST00000638802.1	
ENST00000650045.1	
ENST00000638346.1	
ENST00000390626.2	A0A0C4DH38
ENST00000374436.7	P56537
ENST00000591792.1	
ENST00000648670.1	
ENST00000379115.9	
ENST00000639006.1	
ENST00000640335.1	
ENST00000638762.1	
ENST00000438681.6	
ENST00000638878.1	
ENST00000356415.5	P62834
ENST00000639943.1	
ENST00000429642.2	Q13907
ENST00000433097.5	
ENST00000640431.1	
ENST00000528063.5	
ENST00000390627.3	P01767
ENST00000302907.9	P46781
ENST00000333055.8	P26572
ENST00000374443.7	P56537
ENST00000369709.3	P62834
ENST00000639034.2	
ENST00000265371.8	O14786
ENST00000374723.5	Q8WWI5
ENST00000253251.12	O95155
ENST00000381344.7	Q13907
ENST00000313288.9	Q9Y6A5
ENST00000413802.1	
ENST00000307826.4	P26572
ENST00000470972.5	Q8WWI5
ENST00000379494.4	Q9UHP9
ENST00000640684.1	
ENST00000418675.5	
ENST00000448962.5	
ENST00000639079.1	
ENST00000467746.6	
ENST00000640242.1	
ENST00000455099.6	
ENST00000382713.10	Q6PKX4
ENST00000466932.1	
ENST00000494525.1	Q9UHP9
ENST00000493975.5	
ENST00000436445.5	
ENST00000646008.1	Q9UHP9
ENST00000248089.7	Q9NWW0
ENST00000431894.5	
ENST00000374720.8	Q8WWI5
ENST00000652770.1	
ENST00000340022.6	O00522
ENST00000367698.3	P01008
ENST00000391752.5	P46781
ENST00000639920.1	
ENST00000582992.1	
ENST00000427898.5	
ENST00000402367.5	
ENST00000374724.1	Q8WWI5
ENST00000672724.1	
ENST00000447927.6	
ENST00000446023.6	P26572
ENST00000445961.5	
ENST00000574151.5	Q9NWW0
ENST00000525535.2	
ENST00000391751.7	
ENST00000343090.11	O95155
ENST00000617322.4	P13236
ENST00000427865.2	P26572
ENST00000374450.8	P56537
ENST00000617423.4	
ENST00000391753.6	P46781
ENST00000377153.5	
ENST00000504671.1	
ENST00000415116.1	
ENST00000533164.5	Q9UHI6
ENST00000374821.9	O14786
ENST00000572355.5	
ENST00000441429.1	
ENST00000506889.1	
ENST00000578928.1	
ENST00000470736.1	
ENST00000338745.11	Q01826
ENST00000626547.2	
ENST00000456600.1	
ENST00000610612.1	
ENST00000374822.8	O14786
ENST00000311481.11	Q9H0U4
ENST00000514283.1	
ENST00000512695.1	
